family,N,seed,epochs,best_val_epoch,best_val_l1,test_mae_eV_per_atom,png_path,pdf_path
oxide,100,0,300,31,0.013326120562851429,0.036476792690608995,/content/res201-alignn-domain-shift/reports/week2_alignn_defaults_colab_5seed/training_curves/oxide/oxide_N100_seed0_training_curves.png,/content/res201-alignn-domain-shift/reports/week2_alignn_defaults_colab_5seed/training_curves/oxide/oxide_N100_seed0_training_curves.pdf
oxide,100,1,300,76,0.01178654469549656,0.04120039815698798,/content/res201-alignn-domain-shift/reports/week2_alignn_defaults_colab_5seed/training_curves/oxide/oxide_N100_seed1_training_curves.png,/content/res201-alignn-domain-shift/reports/week2_alignn_defaults_colab_5seed/training_curves/oxide/oxide_N100_seed1_training_curves.pdf
oxide,100,2,300,48,0.006033104844391346,0.03754389145793745,/content/res201-alignn-domain-shift/reports/week2_alignn_defaults_colab_5seed/training_curves/oxide/oxide_N100_seed2_training_curves.png,/content/res201-alignn-domain-shift/reports/week2_alignn_defaults_colab_5seed/training_curves/oxide/oxide_N100_seed2_training_curves.pdf
oxide,100,3,300,30,0.014048640616238117,0.03629594091956712,/content/res201-alignn-domain-shift/reports/week2_alignn_defaults_colab_5seed/training_curves/oxide/oxide_N100_seed3_training_curves.png,/content/res201-alignn-domain-shift/reports/week2_alignn_defaults_colab_5seed/training_curves/oxide/oxide_N100_seed3_training_curves.pdf
oxide,100,4,300,1,0.025410890579223633,0.0385644980199507,/content/res201-alignn-domain-shift/reports/week2_alignn_defaults_colab_5seed/training_curves/oxide/oxide_N100_seed4_training_curves.png,/content/res201-alignn-domain-shift/reports/week2_alignn_defaults_colab_5seed/training_curves/oxide/oxide_N100_seed4_training_curves.pdf
oxide,200,0,300,41,0.01197957992553711,0.03642144354485161,/content/res201-alignn-domain-shift/reports/week2_alignn_defaults_colab_5seed/training_curves/oxide/oxide_N200_seed0_training_curves.png,/content/res201-alignn-domain-shift/reports/week2_alignn_defaults_colab_5seed/training_curves/oxide/oxide_N200_seed0_training_curves.pdf
oxide,200,1,300,29,0.006961205508559942,0.036149101935087316,/content/res201-alignn-domain-shift/reports/week2_alignn_defaults_colab_5seed/training_curves/oxide/oxide_N200_seed1_training_curves.png,/content/res201-alignn-domain-shift/reports/week2_alignn_defaults_colab_5seed/training_curves/oxide/oxide_N200_seed1_training_curves.pdf
oxide,200,2,300,40,0.006570127792656422,0.036034340870590514,/content/res201-alignn-domain-shift/reports/week2_alignn_defaults_colab_5seed/training_curves/oxide/oxide_N200_seed2_training_curves.png,/content/res201-alignn-domain-shift/reports/week2_alignn_defaults_colab_5seed/training_curves/oxide/oxide_N200_seed2_training_curves.pdf
oxide,200,3,300,49,0.012338451109826565,0.036419776753576424,/content/res201-alignn-domain-shift/reports/week2_alignn_defaults_colab_5seed/training_curves/oxide/oxide_N200_seed3_training_curves.png,/content/res201-alignn-domain-shift/reports/week2_alignn_defaults_colab_5seed/training_curves/oxide/oxide_N200_seed3_training_curves.pdf
oxide,200,4,300,92,0.0210453849285841,0.03833693556937532,/content/res201-alignn-domain-shift/reports/week2_alignn_defaults_colab_5seed/training_curves/oxide/oxide_N200_seed4_training_curves.png,/content/res201-alignn-domain-shift/reports/week2_alignn_defaults_colab_5seed/training_curves/oxide/oxide_N200_seed4_training_curves.pdf
oxide,500,0,300,26,0.01070916187018156,0.03670885738796828,/content/res201-alignn-domain-shift/reports/week2_alignn_defaults_colab_5seed/training_curves/oxide/oxide_N500_seed0_training_curves.png,/content/res201-alignn-domain-shift/reports/week2_alignn_defaults_colab_5seed/training_curves/oxide/oxide_N500_seed0_training_curves.pdf
oxide,500,1,300,16,0.011385182850062847,0.0359740200061213,/content/res201-alignn-domain-shift/reports/week2_alignn_defaults_colab_5seed/training_curves/oxide/oxide_N500_seed1_training_curves.png,/content/res201-alignn-domain-shift/reports/week2_alignn_defaults_colab_5seed/training_curves/oxide/oxide_N500_seed1_training_curves.pdf
oxide,500,2,300,23,0.010384393855929375,0.0358631838110873,/content/res201-alignn-domain-shift/reports/week2_alignn_defaults_colab_5seed/training_curves/oxide/oxide_N500_seed2_training_curves.png,/content/res201-alignn-domain-shift/reports/week2_alignn_defaults_colab_5seed/training_curves/oxide/oxide_N500_seed2_training_curves.pdf
oxide,500,3,300,28,0.012380348518490791,0.035934722790151905,/content/res201-alignn-domain-shift/reports/week2_alignn_defaults_colab_5seed/training_curves/oxide/oxide_N500_seed3_training_curves.png,/content/res201-alignn-domain-shift/reports/week2_alignn_defaults_colab_5seed/training_curves/oxide/oxide_N500_seed3_training_curves.pdf
oxide,500,4,300,38,0.013836760073900223,0.03642373801992875,/content/res201-alignn-domain-shift/reports/week2_alignn_defaults_colab_5seed/training_curves/oxide/oxide_N500_seed4_training_curves.png,/content/res201-alignn-domain-shift/reports/week2_alignn_defaults_colab_5seed/training_curves/oxide/oxide_N500_seed4_training_curves.pdf
oxide,1000,0,300,32,0.012050972320139408,0.03524460791967272,/content/res201-alignn-domain-shift/reports/week2_alignn_defaults_colab_5seed/training_curves/oxide/oxide_N1000_seed0_training_curves.png,/content/res201-alignn-domain-shift/reports/week2_alignn_defaults_colab_5seed/training_curves/oxide/oxide_N1000_seed0_training_curves.pdf
oxide,1000,1,300,21,0.01817785296589136,0.0355113156202922,/content/res201-alignn-domain-shift/reports/week2_alignn_defaults_colab_5seed/training_curves/oxide/oxide_N1000_seed1_training_curves.png,/content/res201-alignn-domain-shift/reports/week2_alignn_defaults_colab_5seed/training_curves/oxide/oxide_N1000_seed1_training_curves.pdf
oxide,1000,2,300,36,0.011888086330145597,0.035540111635145144,/content/res201-alignn-domain-shift/reports/week2_alignn_defaults_colab_5seed/training_curves/oxide/oxide_N1000_seed2_training_curves.png,/content/res201-alignn-domain-shift/reports/week2_alignn_defaults_colab_5seed/training_curves/oxide/oxide_N1000_seed2_training_curves.pdf
